partner_id,partner_name,email,phone,partner_type,role,region,city,city_tier,manager_id,training_path,signup_date,activation_date,cohort_month,months_active,onboarding_days,onboarding_status,modules_assigned,modules_completed,training_completion_pct,training_status,learning_hours,videos_completed,pdfs_opened,live_sessions_attended,mentor_sessions,portal_logins_30d,days_since_last_login,reminders_sent,quiz_attempts,quiz_avg_score,assessment_score,compliance_score,certification_status,certification_date,badges_earned,customer_ready,readiness_status,deployment_status,field_visits,leads_assigned,leads_converted,conversion_rate,sales_value,tickets_handled,avg_resolution_hours,qa_audit_score,productivity_score,customer_csat,complaints_count,repeat_issue_rate,partner_nps,performance_score,leaderboard_score,global_rank,regional_rank,at_risk_flag,at_risk_reason,next_best_action
PRT02911,Partner 2911,partner2911@demoapp.ai,+91-9739050497,Reseller,Operations,East,Guwahati,Tier 2,MGR006,Ops Compliance Track,2025-04-13,2025-04-27,2025-04,11,14,Fast,8,2,25.7,At Risk,19.9,6,7,4,0,9,13,4,10,71.8,44.0,54.6,Not Certified,,2,0,Not Ready,In Training,17,7,4,57.1,20822.0,60,32.1,53.7,46.4,3.13,7,17.2,-14,74.3,76.0,239,178,1,Low training progress,Assign mentor + mandatory reminders
PRT02912,Partner 2912,partner2912@demoapp.ai,+91-9564984252,Franchise,Sales,South,Hyderabad,Tier 1,MGR063,Sales Excellence,2025-09-25,2025-10-13,2025-09,5,18,Standard,13,3,22.6,At Risk,19.5,11,12,5,1,7,18,6,14,53.0,58.2,62.2,Not Certified,,0,0,Not Ready,In Training,8,49,17,34.7,421765.0,59,22.7,80.2,41.5,3.23,5,22.5,1,80.0,79.7,202,191,1,Low training progress,Assign mentor + mandatory reminders
PRT02913,Partner 2913,partner2913@demoapp.ai,+91-9187367003,Field Staff,Support,South,Bengaluru,Tier 1,MGR003,Support Academy,2025-05-16,2025-06-08,2025-05,10,23,Standard,16,4,27.0,At Risk,26.7,16,13,2,0,11,6,5,17,62.5,53.9,58.0,Not Certified,,0,0,Not Ready,In Training,11,11,4,36.4,923.0,78,24.7,69.6,51.8,3.15,7,26.8,0,85.2,82.4,175,164,1,Low training progress,Assign mentor + mandatory reminders
PRT02914,Partner 2914,partner2914@demoapp.ai,+91-9551221299,Field Staff,Operations,Central,Raipur,Tier 2,MGR035,Ops Compliance Track,2025-07-04,2025-07-29,2025-07,8,25,Standard,11,5,41.0,At Risk,13.3,8,8,4,3,8,17,2,14,65.4,56.0,61.1,Not Certified,,2,0,Not Ready,In Training,9,6,2,33.3,12925.0,94,22.9,73.8,54.8,3.24,8,18.5,-2,69.7,76.9,230,153,1,Low training progress,Assign mentor + mandatory reminders
PRT02915,Partner 2915,partner2915@demoapp.ai,+91-9973374499,Agent,Operations,North,Jaipur,Tier 2,MGR013,Ops Compliance Track,2024-07-06,2024-07-27,2024-07,20,21,Standard,16,7,45.2,At Risk,38.0,13,12,2,1,13,12,2,21,55.7,75.4,82.8,Not Certified,,2,0,Not Ready,In Training,3,18,8,44.4,6089.0,186,17.0,76.9,49.9,4.06,7,12.9,-4,87.5,95.5,44,28,0,Low performance,Complete final certification
PRT02916,Partner 2916,partner2916@demoapp.ai,+91-9652287035,Franchise,Operations,Central,Raipur,Tier 2,MGR001,Ops Compliance Track,2026-01-16,2026-01-25,2026-01,1,9,Fast,15,10,64.0,In Progress,34.7,6,14,3,3,18,3,1,16,88.8,69.1,78.9,In Progress,,2,0,Almost Ready,In Training,15,34,15,44.1,19918.0,40,15.5,75.3,72.4,3.74,5,8.4,44,87.2,95.0,49,8,0,Low performance,Complete final certification
PRT02917,Partner 2917,partner2917@demoapp.ai,+91-9932740810,Agent,Operations,East,Kolkata,Tier 1,MGR045,Ops Compliance Track,2024-05-20,2024-05-23,2024-05,22,3,Fast,14,4,32.0,At Risk,21.0,12,13,2,2,10,20,5,15,58.4,55.1,52.3,Not Certified,,0,0,Not Ready,In Training,8,4,1,25.0,2667.0,178,25.6,71.4,63.8,3.18,6,22.1,11,78.8,79.9,200,139,1,Low training progress,Assign mentor + mandatory reminders
PRT02918,Partner 2918,partner2918@demoapp.ai,+91-9612446305,Service Partner,Sales,West,Surat,Tier 2,MGR055,Sales Excellence,2025-06-11,2025-06-27,2025-06,9,16,Standard,9,4,46.7,At Risk,15.9,5,7,0,3,13,12,3,11,56.7,51.0,81.9,Not Certified,,0,0,Not Ready,In Training,43,136,45,33.1,778176.0,40,29.6,70.8,53.5,3.01,7,20.9,17,76.0,78.9,210,197,1,Poor customer satisfaction,Quality coaching
PRT02919,Partner 2919,partner2919@demoapp.ai,+91-9203171631,Franchise,Operations,South,Kochi,Tier 2,MGR039,Ops Compliance Track,2025-04-06,2025-05-02,2025-04,11,26,Standard,8,4,44.0,At Risk,16.8,6,8,1,1,14,0,6,10,58.9,64.6,58.1,Not Certified,,2,0,Not Ready,In Training,16,14,5,35.7,29357.0,163,17.1,85.6,65.2,3.82,5,19.6,8,98.3,98.9,12,9,1,Low training progress,Assign mentor + mandatory reminders
PRT02920,Partner 2920,partner2920@demoapp.ai,+91-9764019004,Reseller,Support,West,Pune,Tier 1,MGR028,Support Academy,2024-03-11,2024-04-02,2024-03,24,22,Standard,9,3,30.8,At Risk,14.3,6,7,0,1,17,10,4,9,68.1,71.7,59.6,Not Certified,,0,0,Not Ready,In Training,9,36,10,27.8,53130.0,56,23.0,80.9,49.2,3.71,7,11.6,8,87.1,89.6,103,90,1,Low training progress,Assign mentor + mandatory reminders
PRT02921,Partner 2921,partner2921@demoapp.ai,+91-9177549754,Service Partner,Technician,East,Bhubaneswar,Tier 2,MGR042,Field Technician Bootcamp,2025-08-11,2025-08-31,2025-08,7,20,Standard,11,1,11.6,At Risk,26.6,7,10,3,0,8,11,6,10,67.4,52.5,54.3,Not Certified,,1,0,Not Ready,In Training,4,29,14,48.3,23883.0,83,36.0,71.7,41.6,3.09,5,29.3,-6,69.0,70.6,293,230,1,Low training progress,Assign mentor + mandatory reminders
PRT02922,Partner 2922,partner2922@demoapp.ai,+91-9406468180,Franchise,Support,Central,Bhopal,Tier 2,MGR013,Support Academy,2024-02-28,2024-03-17,2024-02,24,18,Standard,11,4,32.0,At Risk,19.3,5,15,1,1,7,19,3,13,53.4,66.6,69.7,Not Certified,,2,0,Not Ready,In Training,2,34,19,55.9,62322.0,71,21.2,73.6,67.9,3.62,7,11.1,1,88.1,89.5,104,31,1,Low training progress,Assign mentor + mandatory reminders
PRT02923,Partner 2923,partner2923@demoapp.ai,+91-9985011360,Franchise,Relationship Manager,North,Chandigarh,Tier 2,MGR004,Partner Relationship Mastery,2025-01-22,2025-02-11,2025-01,13,20,Standard,9,3,28.7,At Risk,14.1,5,7,2,3,8,15,2,12,64.1,52.3,68.5,Not Certified,,2,0,Not Ready,In Training,20,86,42,48.8,654993.0,54,28.3,74.0,53.4,3.15,7,26.0,22,83.8,81.9,180,161,1,Low training progress,Assign mentor + mandatory reminders
PRT02924,Partner 2924,partner2924@demoapp.ai,+91-9421974627,Field Staff,Technician,North,Lucknow,Tier 2,MGR013,Field Technician Bootcamp,2025-09-12,2025-09-22,2025-09,6,10,Fast,16,5,31.0,At Risk,17.4,8,13,2,1,6,3,6,20,56.5,63.9,49.6,Not Certified,,1,0,Not Ready,In Training,48,25,12,48.0,67002.0,152,25.6,71.2,56.9,2.94,8,22.5,7,80.1,78.1,218,199,1,Low training progress,Assign mentor + mandatory reminders
PRT02925,Partner 2925,partner2925@demoapp.ai,+91-9970668365,Franchise,Relationship Manager,Central,Raipur,Tier 2,MGR005,Partner Relationship Mastery,2024-04-05,2024-04-29,2024-04,23,24,Standard,14,5,34.8,At Risk,17.0,8,9,4,0,4,21,1,12,41.5,56.7,68.5,Not Certified,,2,0,Not Ready,In Training,26,57,25,43.9,296373.0,28,21.7,73.8,44.2,3.28,6,27.2,-9,82.4,83.3,166,89,1,Low training progress,Assign mentor + mandatory reminders
PRT02926,Partner 2926,partner2926@demoapp.ai,+91-9132973682,Field Staff,Sales,North,Delhi,Tier 1,MGR062,Sales Excellence,2024-10-01,2024-10-26,2024-10,17,25,Standard,14,2,11.2,At Risk,28.9,13,11,3,4,4,17,4,18,59.1,42.2,47.0,Not Certified,,1,0,Not Ready,In Training,24,86,32,37.2,70155.0,29,30.3,64.6,34.3,2.68,9,22.6,-4,63.4,63.4,361,299,1,Low training progress,Assign mentor + mandatory reminders
PRT02927,Partner 2927,partner2927@demoapp.ai,+91-9388519660,Reseller,Sales,West,Mumbai,Tier 1,MGR049,Sales Excellence,2025-01-21,2025-02-05,2025-01,13,15,Standard,13,4,28.7,At Risk,24.8,8,13,3,1,9,11,4,18,50.7,62.2,63.0,Not Certified,,1,0,Not Ready,In Training,4,151,64,42.4,1696453.0,22,18.9,65.1,62.3,3.01,6,28.7,-9,78.4,77.5,224,211,1,Low training progress,Assign mentor + mandatory reminders
PRT02928,Partner 2928,partner2928@demoapp.ai,+91-9752685188,Field Staff,Support,North,Delhi,Tier 1,MGR015,Support Academy,2025-12-03,2025-12-24,2025-12,3,21,Standard,13,4,32.6,At Risk,28.2,8,10,1,0,11,9,3,14,67.9,69.4,49.2,Not Certified,,0,0,Not Ready,In Training,12,34,14,41.2,54813.0,51,22.6,81.0,34.6,3.73,5,16.4,-2,88.6,90.9,90,71,1,Low training progress,Assign mentor + mandatory reminders
PRT02929,Partner 2929,partner2929@demoapp.ai,+91-9686500955,Agent,Sales,North,Jaipur,Tier 2,MGR046,Sales Excellence,2024-10-17,2024-10-21,2024-10,17,4,Fast,15,5,31.2,At Risk,23.2,12,9,3,1,14,12,4,16,66.1,53.0,68.5,Not Certified,,1,0,Not Ready,In Training,55,168,59,35.1,1801396.0,38,34.3,63.2,57.5,3.0,6,12.4,18,76.4,76.7,232,213,1,Low training progress,Assign mentor + mandatory reminders
PRT02930,Partner 2930,partner2930@demoapp.ai,+91-9239510648,Reseller,Relationship Manager,East,Bhubaneswar,Tier 2,MGR039,Partner Relationship Mastery,2024-03-30,2024-04-18,2024-03,23,19,Standard,11,2,21.2,At Risk,11.7,8,11,0,0,5,12,3,16,52.9,54.2,49.3,Not Certified,,0,0,Not Ready,In Training,58,125,32,25.6,221098.0,19,35.8,86.7,66.6,2.8,5,24.2,-12,79.4,74.9,250,189,1,Low training progress,Assign mentor + mandatory reminders
PRT02931,Partner 2931,partner2931@demoapp.ai,+91-9331710128,Field Staff,Support,East,Guwahati,Tier 2,MGR009,Support Academy,2024-04-09,2024-04-26,2024-04,23,17,Standard,9,3,30.4,At Risk,14.2,9,9,1,3,7,21,2,13,64.1,41.4,66.6,Not Certified,,0,0,Not Ready,In Training,11,16,6,37.5,24422.0,86,23.2,66.7,49.0,3.09,5,25.7,-6,70.0,74.0,259,198,1,Low training progress,Assign mentor + mandatory reminders
PRT02932,Partner 2932,partner2932@demoapp.ai,+91-9835987705,Franchise,Technician,East,Guwahati,Tier 2,MGR078,Field Technician Bootcamp,2024-05-31,2024-06-28,2024-05,21,28,Standard,10,3,27.2,At Risk,27.2,9,11,2,2,8,6,1,10,67.1,48.2,58.7,Not Certified,,1,0,Not Ready,In Training,32,22,8,36.4,36557.0,94,22.8,70.3,55.1,3.09,6,26.8,3,76.0,76.8,231,170,1,Low training progress,Assign mentor + mandatory reminders
PRT02933,Partner 2933,partner2933@demoapp.ai,+91-9992991501,Field Staff,Sales,East,Kolkata,Tier 1,MGR076,Sales Excellence,2025-10-20,2025-11-05,2025-10,4,16,Standard,10,1,8.0,At Risk,13.7,3,6,2,1,1,22,4,12,36.0,68.9,61.5,Not Certified,,0,0,Not Ready,In Training,28,118,51,43.2,1174445.0,4,28.1,64.3,50.0,3.03,5,25.3,-20,67.3,68.5,314,245,1,Low training progress,Assign mentor + mandatory reminders
PRT02934,Partner 2934,partner2934@demoapp.ai,+91-9651141869,Service Partner,Sales,West,Ahmedabad,Tier 1,MGR061,Sales Excellence,2025-08-10,2025-09-04,2025-08,7,25,Standard,16,6,35.1,At Risk,28.5,14,20,2,4,11,15,2,15,65.6,56.7,63.4,Not Certified,,0,0,Not Ready,In Training,31,171,73,42.7,1643838.0,31,25.2,84.2,67.5,3.67,4,22.4,-4,93.6,93.4,65,54,1,Low training progress,Assign mentor + mandatory reminders
PRT02935,Partner 2935,partner2935@demoapp.ai,+91-9362305982,Field Staff,Technician,Central,Raipur,Tier 2,MGR065,Field Technician Bootcamp,2024-11-13,2024-11-28,2024-11,16,15,Standard,13,2,12.2,At Risk,9.3,11,10,1,2,10,16,3,17,57.5,43.8,57.3,Not Certified,,2,0,Not Ready,In Training,55,36,14,38.9,58303.0,132,32.5,57.3,61.2,2.79,7,17.4,-1,71.7,69.2,307,220,1,Low training progress,Assign mentor + mandatory reminders
PRT02936,Partner 2936,partner2936@demoapp.ai,+91-9629706975,Field Staff,Support,South,Kochi,Tier 2,MGR044,Support Academy,2025-10-06,2025-10-09,2025-10,5,3,Fast,11,4,33.7,At Risk,17.2,11,7,4,1,8,15,3,12,60.2,67.3,55.1,Not Certified,,0,0,Not Ready,In Training,1,31,13,41.9,55266.0,209,24.5,60.0,44.8,2.73,8,16.7,11,74.5,73.3,266,253,1,Low training progress,Assign mentor + mandatory reminders
PRT02937,Partner 2937,partner2937@demoapp.ai,+91-9935001278,Agent,Sales,South,Hyderabad,Tier 1,MGR065,Sales Excellence,2025-11-28,2025-12-14,2025-11,3,16,Standard,8,4,55.8,At Risk,12.9,5,9,3,1,10,11,1,8,85.7,62.7,71.0,Not Certified,,0,0,Not Ready,In Training,63,137,51,37.2,479845.0,32,20.1,74.4,64.2,3.49,8,22.2,10,91.6,93.6,63,52,0,Low performance,Complete final certification
PRT02938,Partner 2938,partner2938@demoapp.ai,+91-9162071648,Franchise,Sales,South,Chennai,Tier 1,MGR043,Sales Excellence,2025-10-21,2025-11-10,2025-10,4,20,Standard,14,5,34.2,At Risk,27.3,13,17,2,3,6,13,3,12,64.3,65.0,43.8,Not Certified,,0,0,Not Ready,In Training,24,16,7,43.8,111154.0,39,29.4,60.3,45.7,3.0,6,21.1,8,75.1,76.4,235,224,1,Low training progress,Assign mentor + mandatory reminders
PRT02939,Partner 2939,partner2939@demoapp.ai,+91-9520655471,Agent,Sales,West,Surat,Tier 2,MGR014,Sales Excellence,2024-01-04,2024-01-23,2024-01,26,19,Standard,13,1,10.0,At Risk,21.5,8,11,2,0,4,12,3,20,72.2,54.0,61.5,Not Certified,,2,0,Not Ready,In Training,5,124,50,40.3,1449809.0,11,21.2,70.2,52.3,3.42,6,23.6,-15,81.4,80.5,194,181,1,Low training progress,Assign mentor + mandatory reminders
PRT02940,Partner 2940,partner2940@demoapp.ai,+91-9211764005,Franchise,Technician,South,Chennai,Tier 1,MGR014,Field Technician Bootcamp,2024-03-16,2024-04-04,2024-03,24,19,Standard,15,7,47.8,At Risk,16.7,11,10,1,3,15,4,2,16,81.3,62.4,88.0,Not Certified,,2,0,Not Ready,In Training,14,24,9,37.5,23161.0,155,22.2,71.0,58.5,3.42,8,12.5,20,88.3,89.9,100,89,0,Low performance,Complete final certification
PRT02941,Partner 2941,partner2941@demoapp.ai,+91-9260721892,Service Partner,Sales,West,Surat,Tier 2,MGR069,Sales Excellence,2025-07-05,2025-07-19,2025-07,8,14,Fast,9,2,25.7,At Risk,13.5,5,9,1,2,8,9,4,18,75.4,66.6,60.6,Not Certified,,0,0,Not Ready,In Training,60,146,58,39.7,961750.0,46,23.1,62.3,56.4,2.96,9,24.4,-9,74.7,74.5,254,239,1,Low training progress,Assign mentor + mandatory reminders
PRT02942,Partner 2942,partner2942@demoapp.ai,+91-9286496376,Agent,Support,South,Chennai,Tier 1,MGR036,Support Academy,2024-10-17,2024-11-01,2024-10,17,15,Standard,13,5,38.8,At Risk,22.2,6,7,1,1,14,2,4,20,71.1,48.3,73.3,Not Certified,,2,0,Not Ready,In Training,18,23,6,26.1,10731.0,135,23.2,64.3,66.4,3.13,7,23.8,4,86.8,84.9,150,139,1,Low training progress,Assign mentor + mandatory reminders
PRT02943,Partner 2943,partner2943@demoapp.ai,+91-9281598114,Reseller,Relationship Manager,East,Guwahati,Tier 2,MGR059,Partner Relationship Mastery,2024-04-30,2024-05-09,2024-04,22,9,Fast,11,5,44.0,At Risk,14.9,9,17,3,1,11,20,2,17,77.0,62.8,57.5,Not Certified,,0,0,Not Ready,In Training,25,102,54,52.9,1039623.0,42,21.9,74.5,45.8,3.06,8,15.4,8,80.3,81.4,185,124,1,Low training progress,Assign mentor + mandatory reminders
PRT02944,Partner 2944,partner2944@demoapp.ai,+91-9292229913,Franchise,Technician,West,Surat,Tier 2,MGR012,Field Technician Bootcamp,2025-05-06,2025-05-09,2025-05,10,3,Fast,10,4,35.8,At Risk,14.2,7,6,1,3,14,0,2,7,60.9,70.2,69.5,Not Certified,,0,0,Not Ready,In Training,9,29,10,34.5,38844.0,31,23.3,85.3,65.0,3.5,6,19.6,16,95.2,92.7,72,61,1,Low training progress,Assign mentor + mandatory reminders
PRT02945,Partner 2945,partner2945@demoapp.ai,+91-9581094816,Agent,Technician,East,Patna,Tier 2,MGR036,Field Technician Bootcamp,2024-09-27,2024-10-14,2024-09,17,17,Standard,10,4,39.2,At Risk,22.5,5,10,5,0,7,21,4,12,83.5,73.5,67.8,Not Certified,,0,0,Not Ready,In Training,22,5,2,40.0,6624.0,120,22.4,72.3,44.7,3.55,7,13.1,10,78.1,84.3,156,95,1,Low training progress,Assign mentor + mandatory reminders
PRT02946,Partner 2946,partner2946@demoapp.ai,+91-9375164106,Agent,Sales,East,Kolkata,Tier 1,MGR007,Sales Excellence,2025-11-29,2025-12-11,2025-11,3,12,Fast,10,2,15.5,At Risk,15.2,8,9,0,1,8,8,4,7,44.8,45.4,61.5,Not Certified,,0,0,Not Ready,In Training,53,56,23,41.1,357255.0,57,32.3,73.2,50.1,3.12,5,22.7,-4,77.4,76.1,238,177,1,Low training progress,Assign mentor + mandatory reminders
PRT02947,Partner 2947,partner2947@demoapp.ai,+91-9816291031,Agent,Operations,South,Bengaluru,Tier 1,MGR018,Ops Compliance Track,2025-03-14,2025-04-10,2025-03,12,27,Standard,14,6,45.3,At Risk,28.0,3,9,4,2,9,8,3,18,83.5,62.2,70.3,Not Certified,,2,0,Not Ready,In Training,19,25,9,36.0,46746.0,164,31.5,79.6,59.8,3.49,6,21.7,21,94.2,93.5,64,53,0,Low performance,Complete final certification
PRT02948,Partner 2948,partner2948@demoapp.ai,+91-9157195631,Reseller,Support,East,Guwahati,Tier 2,MGR009,Support Academy,2024-06-30,2024-07-03,2024-06,20,3,Fast,8,1,10.2,At Risk,13.8,4,5,0,1,5,12,6,9,51.1,48.5,53.9,Not Certified,,0,0,Not Ready,In Training,8,25,11,44.0,43984.0,59,29.3,64.1,60.8,2.98,8,21.5,-12,74.7,72.4,275,213,1,Low training progress,Assign mentor + mandatory reminders
PRT02949,Partner 2949,partner2949@demoapp.ai,+91-9448583042,Service Partner,Support,South,Kochi,Tier 2,MGR017,Support Academy,2025-12-11,2025-12-31,2025-12,3,20,Standard,16,2,13.9,At Risk,19.9,6,19,2,0,6,10,5,24,41.7,34.9,52.7,Not Certified,,0,0,Not Ready,In Training,0,34,13,38.2,87801.0,164,30.8,55.8,41.3,3.0,7,22.8,-10,69.1,70.1,298,278,1,Low training progress,Assign mentor + mandatory reminders
PRT02950,Partner 2950,partner2950@demoapp.ai,+91-9685850270,Service Partner,Operations,West,Ahmedabad,Tier 1,MGR049,Ops Compliance Track,2025-04-01,2025-05-06,2025-04,11,35,Delayed,16,2,15.2,At Risk,26.4,15,16,1,1,0,27,5,15,60.1,50.3,50.4,Not Certified,,0,0,Not Ready,In Training,3,15,5,33.3,8376.0,38,27.4,60.2,38.7,3.23,9,19.7,-4,78.4,77.7,222,209,1,Low training progress,Assign mentor + mandatory reminders
PRT02951,Partner 2951,partner2951@demoapp.ai,+91-9765020581,Franchise,Technician,South,Kochi,Tier 2,MGR001,Field Technician Bootcamp,2024-08-13,2024-08-30,2024-08,19,17,Standard,16,3,17.7,At Risk,30.9,10,12,2,1,7,18,2,21,54.9,54.8,71.9,Not Certified,,1,0,Not Ready,In Training,34,13,5,38.5,33691.0,198,21.4,70.9,66.9,3.06,6,28.6,-11,87.8,81.5,184,173,1,Low training progress,Assign mentor + mandatory reminders
PRT02952,Partner 2952,partner2952@demoapp.ai,+91-9373434180,Reseller,Technician,North,Lucknow,Tier 2,MGR016,Field Technician Bootcamp,2024-04-19,2024-05-07,2024-04,23,18,Standard,15,6,40.6,At Risk,38.7,11,11,4,4,13,8,3,18,71.0,59.3,66.1,Not Certified,,1,0,Not Ready,In Training,45,13,5,38.5,9746.0,158,27.1,67.6,58.5,2.83,5,9.0,27,82.0,79.5,204,185,1,Low training progress,Assign mentor + mandatory reminders
PRT02953,Partner 2953,partner2953@demoapp.ai,+91-9541608150,Franchise,Operations,South,Chennai,Tier 1,MGR056,Ops Compliance Track,2025-02-25,2025-03-18,2025-02,12,21,Standard,10,2,21.7,At Risk,14.5,8,7,2,2,7,29,2,12,74.9,54.3,55.4,Not Certified,,0,0,Not Ready,In Training,9,6,3,50.0,9687.0,151,24.6,67.9,39.9,3.26,6,20.7,-6,84.1,82.1,178,167,1,Low training progress,Assign mentor + mandatory reminders
PRT02954,Partner 2954,partner2954@demoapp.ai,+91-9352326811,Service Partner,Sales,East,Guwahati,Tier 2,MGR012,Sales Excellence,2025-07-21,2025-08-12,2025-07,7,22,Standard,11,4,40.3,At Risk,19.4,9,12,1,2,17,5,4,15,54.7,61.8,77.2,Not Certified,,1,0,Not Ready,In Training,55,96,43,44.8,468958.0,43,30.1,75.9,62.4,3.36,7,15.6,10,81.6,84.5,154,93,1,Low training progress,Assign mentor + mandatory reminders
PRT02955,Partner 2955,partner2955@demoapp.ai,+91-9312906612,Field Staff,Relationship Manager,Central,Raipur,Tier 2,MGR045,Partner Relationship Mastery,2025-09-27,2025-10-12,2025-09,5,15,Standard,9,3,29.5,At Risk,19.9,7,10,1,0,10,12,3,12,74.6,44.8,66.9,Not Certified,,0,0,Not Ready,In Training,41,149,49,32.9,904251.0,45,25.4,71.4,50.0,3.16,6,17.4,-7,73.7,76.6,233,156,1,Low training progress,Assign mentor + mandatory reminders
PRT02956,Partner 2956,partner2956@demoapp.ai,+91-9811800608,Agent,Technician,South,Chennai,Tier 1,MGR070,Field Technician Bootcamp,2024-04-06,2024-04-16,2024-04,23,10,Fast,16,5,31.7,At Risk,37.9,14,17,6,3,3,16,2,23,68.3,63.2,68.0,Not Certified,,2,0,Not Ready,In Training,45,26,11,42.3,67595.0,78,24.9,74.5,47.4,3.45,6,17.0,-4,83.5,85.2,147,136,1,Low training progress,Assign mentor + mandatory reminders
PRT02957,Partner 2957,partner2957@demoapp.ai,+91-9935119443,Franchise,Support,South,Bengaluru,Tier 1,MGR063,Support Academy,2024-11-24,2024-12-17,2024-11,15,23,Standard,14,5,35.0,At Risk,21.1,9,13,4,0,16,2,4,19,70.6,51.6,65.2,Not Certified,,0,0,Not Ready,In Training,14,34,12,35.3,56955.0,69,31.2,62.2,56.2,3.14,7,12.1,3,73.9,77.3,226,215,1,Low training progress,Assign mentor + mandatory reminders
PRT02958,Partner 2958,partner2958@demoapp.ai,+91-9903493328,Franchise,Sales,South,Hyderabad,Tier 1,MGR010,Sales Excellence,2026-01-29,2026-02-01,2026-01,1,3,Fast,9,1,15.9,At Risk,15.6,8,10,1,0,7,12,5,12,38.8,45.2,71.5,Not Certified,,2,0,Not Ready,In Training,18,96,36,37.5,328639.0,46,29.7,59.1,58.6,2.69,6,22.8,-8,73.8,69.9,300,280,1,Low training progress,Assign mentor + mandatory reminders
PRT02959,Partner 2959,partner2959@demoapp.ai,+91-9449515973,Agent,Sales,Central,Bhopal,Tier 2,MGR012,Sales Excellence,2025-05-17,2025-06-11,2025-05,10,25,Standard,16,7,45.3,At Risk,36.8,9,8,4,1,15,11,3,16,71.9,63.5,61.8,Not Certified,,2,0,Not Ready,In Training,40,98,43,43.9,493184.0,33,25.0,64.9,54.1,3.58,5,16.4,-5,85.8,89.8,101,29,0,Low performance,Complete final certification
PRT02960,Partner 2960,partner2960@demoapp.ai,+91-9490176727,Service Partner,Operations,West,Pune,Tier 1,MGR057,Ops Compliance Track,2024-03-11,2024-03-26,2024-03,24,15,Standard,8,4,44.3,At Risk,16.2,5,8,5,2,12,13,2,9,76.9,80.5,59.7,Not Certified,,1,0,Not Ready,In Training,14,10,5,50.0,32329.0,136,22.6,90.2,54.8,2.87,7,20.4,23,82.8,80.9,190,177,1,Low training progress,Assign mentor + mandatory reminders
PRT02961,Partner 2961,partner2961@demoapp.ai,+91-9884395954,Reseller,Sales,North,Jaipur,Tier 2,MGR028,Sales Excellence,2025-11-27,2025-12-15,2025-11,3,18,Standard,14,2,11.3,At Risk,31.7,6,16,0,1,7,21,5,13,71.2,54.1,45.2,Not Certified,,0,0,Not Ready,In Training,4,122,44,36.1,728773.0,37,24.9,68.6,42.0,2.95,6,22.3,-8,76.3,73.2,267,245,1,Low training progress,Assign mentor + mandatory reminders
PRT02962,Partner 2962,partner2962@demoapp.ai,+91-9456549400,Service Partner,Sales,East,Guwahati,Tier 2,MGR034,Sales Excellence,2025-06-04,2025-06-18,2025-06,9,14,Fast,9,5,52.1,At Risk,20.9,9,9,6,2,17,1,1,10,56.1,85.4,70.4,Not Certified,,1,0,Not Ready,In Training,52,26,10,38.5,183776.0,52,26.0,90.5,57.6,4.01,4,15.6,15,90.8,97.9,20,6,0,Low performance,Complete final certification
PRT02963,Partner 2963,partner2963@demoapp.ai,+91-9214235285,Franchise,Relationship Manager,West,Mumbai,Tier 1,MGR039,Partner Relationship Mastery,2024-12-15,2025-01-13,2024-12,15,29,Delayed,14,4,26.4,At Risk,28.7,7,13,4,1,6,19,2,18,56.5,54.1,64.7,Not Certified,,0,0,Not Ready,In Training,40,69,26,37.7,342058.0,16,19.6,79.7,41.9,3.61,9,23.6,-12,90.6,89.9,100,87,1,Low training progress,Assign mentor + mandatory reminders
PRT02964,Partner 2964,partner2964@demoapp.ai,+91-9926439561,Field Staff,Relationship Manager,West,Surat,Tier 2,MGR047,Partner Relationship Mastery,2025-08-13,2025-09-02,2025-08,7,20,Standard,15,4,25.4,At Risk,28.0,14,11,2,3,14,10,3,13,83.9,53.8,50.5,Not Certified,,0,0,Not Ready,In Training,59,67,26,38.8,571807.0,25,26.1,60.5,54.2,3.16,7,20.4,-17,72.3,75.2,247,233,1,Low training progress,Assign mentor + mandatory reminders
PRT02965,Partner 2965,partner2965@demoapp.ai,+91-9111148646,Agent,Sales,East,Bhubaneswar,Tier 2,MGR036,Sales Excellence,2025-05-07,2025-05-22,2025-05,10,15,Standard,16,7,44.5,At Risk,24.0,13,12,4,1,16,8,2,22,48.2,69.4,72.8,Not Certified,,0,0,Not Ready,In Training,6,60,18,30.0,174299.0,40,21.5,89.3,64.0,3.7,4,14.8,25,89.2,92.7,72,27,1,Low training progress,Assign mentor + mandatory reminders
PRT02966,Partner 2966,partner2966@demoapp.ai,+91-9299894502,Field Staff,Relationship Manager,West,Ahmedabad,Tier 1,MGR002,Partner Relationship Mastery,2024-07-15,2024-07-30,2024-07,20,15,Standard,9,4,48.5,At Risk,15.2,7,7,3,1,15,3,3,10,79.2,68.7,70.4,Not Certified,,2,0,Not Ready,In Training,59,142,57,40.1,938183.0,26,26.1,82.3,60.4,3.12,8,12.3,8,91.2,88.6,113,100,1,Poor customer satisfaction,Quality coaching
